YEAR,PLAYER,TEAM,SALARY
2013,Eric Bledsoe,Clippers,2626473
2013,Nick Collison,Thunder,2585668
2013,Greg Stiemsma,Timberwolves,2575000
2013,Aaron Gray,Raptors,2575000
2013,Paul George,Pacers,2574120
2013,Kemba Walker,Bobcats,2568360
2013,Terrence Ross,Raptors,2563320
2013,Ty Lawson,Nuggets,2544529
2013,Jason Smith,Hornets,2500000
2013,Randy Foye,Jazz,2500000
2013,Cole Aldrich,Kings,2445480
2013,Jeff Teague,Hawks,2433077
2013,Ricky Davis,Clippers,2400000
2013,Aaron Brooks,Kings,2400000
2013,Andre Drummond,Pistons,2356320
2013,Trevor Booker,Wizards,2350820
2013,Jimmer Fredette,Kings,2339040
2013,Xavier Henry,Hornets,2323200
2013,Earl Watson,Jazz,2300000
2013,Omri Casspi,Cavaliers,2277306
2013,Anthony Parker,Cavaliers,2250000
2013,Ben Wallace,Pistons,2246400
2013,DeShawn Stevenson,Hawks,2240450
2013,Austin Rivers,Hornets,2238360
2013,Rodrigue Beaubois,Mavericks,2227333
2013,CJ Miles,Cavaliers,2225000
2013,Klay Thompson,Warriors,2222160
2013,Ed Davis,Grizzlies,2207040
2013,Rudy Fernandez,Madrid,2180443
2013,Meyers Leonard,Blazers,2126520
2013,Jeremy Lamb,Thunder,2111160
2013,Alec Burks,Jazz,2111160
2013,Elton Brand,Mavericks,2100500
2013,Patrick Patterson,Kings,2096760
2013,Markieff Morris,Suns,2091840
2013,Dante Cunningham,Timberwolves,2090000
2013,Wayne Ellington,Grizzlies,2083042
2013,Toney Douglas,Kings,2067880
2013,Anthony Johnson,Magic,2062800
2013,Brent Barry,Rockets,2062800
2013,Brendan Haywood,Bobcats,2050000
2013,Eric Maynor,Thunder,2016000
2013,Kendall Marshall,Suns,2005560
2013,Larry Sanders,Bucks,1991760
2013,Rasho Nesterovic,Raptors,1990000
2013,Marcus Morris,Suns,1987320
2013,Grant Hill,Clippers,1975000
2013,Marco Belinelli,Bulls,1957000
2013,Darren Collison,Mavericks,1900000
2013,Luke Babbitt,Blazers,1892280
2013,John Henson,Bucks,1823280
2013,Dikembe Mutombo,Rockets,1823280
2013,Kawhi Leonard,Spurs,1809840
2013,Maurice Harkless,Magic,1809840
2013,Jeremy Evans,Jazz,1794872
2013,Nikola Vucevic,Magic,1793520
2013,Donte Greene,Grizzlies,1679914
2013,Chris Andersen,Heat,1679408
2013,Renaldo Balkman,Mavericks,1675000
2013,Anthony Randolph,Nuggets,1674641
2013,Royce White,Rockets,1645440
2013,Iman Shumpert,Knicks,1633440
2013,Avery Bradley,Celtics,1630800
2013,Reggie Evans,Nets,1622617
2013,Chris Singleton,Wizards,1618680
2013,Sebastian Telfair,Raptors,1567500
2013,Tyler Zeller,Cavaliers,1563120
2013,Jodie Meeks,Lakers,1550000
2013,Tobias Harris,Magic,1545840
2013,Jeff Ayres,Pacers,1500000
2013,Greg Oden,Heat,1500000
2013,John Lucas III,Raptors,1500000
2013,Slava Kravtsov,Pistons,1500000
2013,Gustavo Ayon,Magic,1500000
2013,Terrence Jones,Rockets,1485000
2013,Andrew Nicholson,Magic,1482000
2013,Jared Jeffries,Blazers,1475106
2013,Alexis Ajinca,Pelicans,1467840
2013,Elliot Williams,Blazers,1442880
2013,Tony Snell,Bucks,1409040
2013,Craig Brackins,76ers,1404960
2013,Nando De Colo,Spurs,1400000
2013,Zydrunas Ilgauskas,Heat,1399507
2013,Willie Green,Clippers,1399507
2013,Rashard Lewis,Heat,1399507
2013,Nolan Smith,Blazers,1365720
2013,Evan Fournier,Nuggets,1361400
2013,Donatas Motiejunas,Rockets,1361400
2013,Jamaal Tinsley,Jazz,1352181
2013,Kurt Thomas,Knicks,1352181
2013,Roko-Leni Ukic,Bucks,1350000
2013,Kenneth Faried,Nuggets,1311240
2013,Jared Sullinger,Celtics,1306920
2013,Hamed Haddadi,Grizzlies,1300000
2013,Victor Claver,Blazers,1300000
2013,Dominique Jones,Mavericks,1276560
2013,Reggie Jackson,Thunder,1260360
2013,Fab Melo,Celtics,1254720
2013,Quincy Pondexter,Grizzlies,1234320
2013,Sasha Pavlovic,Blazers,1232713
2013,John Jenkins,Hawks,1204560
2013,Hasheem Thabeet,Thunder,1200000
2013,Jordan Crawford,Wizards,1198680
2013,Greivis Vasquez,Hornets,1191240
2013,Christian Eyenga,Magic,1174080
2013,MarShon Brooks,Nets,1160040
2013,Jared Cunningham,Mavericks,1156320
2013,Reggie Bullock,Pistons,1149000
2013,Ronnie Price,Blazers,1146337
2013,Norris Cole,Heat,1129200
2013,Jordan Hamilton,Nuggets,1121520
2013,Jimmy Butler,Bulls,1112880
2013,Andre Roberson,Thunder,1110840
2013,Tony Wroten,Grizzlies,1110120
2013,Stephen Graham,Bucks,1106941
2013,Joey Graham,Cavaliers,1106941
2013,JaJuan Johnson,Rockets,1089240
2013,Patty Mills,Spurs,1085120
2013,Perry Jones,Thunder,1082520
2013,Cory Joseph,Spurs,1074720
2013,Marquis Teague,Bulls,1074720
2013,Miles Plumlee,Pacers,1073280
2013,Alando Tucker,Timberwolves,1071720
2013,Von Wafer,Magic,1069509
2013,Kelenna Azubuike,Cavaliers,1069509
2013,Luke Harangody,Cavaliers,1054389
2013,DeJuan Blair,Spurs,1054000
2013,Arnett Moultrie,76ers,1042320
2013,Quinton Ross,Nets,1033342
2013,Jawad Williams,Cavaliers,1029389
2013,Festus Ezeli,Warriors,1020960
2013,Kyle Singler,Pistons,1000000
2013,Jon Brockman,Rockets,1000000
2013,Brandan Wright,Mavericks,992680
2013,C.J. Watson,Nets,992680
2013,Ivan Johnson,Hawks,962195
2013,Daniel Orton,Thunder,916099
2013,Jeff Adrien,Bobcats,916099
2013,Ish Smith,Magic,910941
2013,Chandler Parsons,Rockets,888250
2013,Henry Walker,Heat,885120
2013,DeMarre Carroll,Jazz,885120
2013,Pops Mensah-Bonsu,Nuggets,885120
2013,Salim Stoudamire,Hawks,884881
2013,Ryan Hollins,Clippers,884293
2013,Garrett Temple,Wizards,884293
2013,Malcolm Lee,Timberwolves,884293
2013,Nazr Mohammed,Bulls,884293
2013,Patrick Ewing Jr.,Pelicans,884293
2013,Lance Stephenson,Pacers,870000
2013,Quincy Douby,Kings,855189
2013,Marcus Haislip,Spurs,855189
2013,Mouhamed Sene,Knicks,855189
2013,Anthony Roberson,Bulls,855189
2013,Luther Head,Kings,854389
2013,Kenny Thomas,Kings,854389
2013,Luke Jackson,Heat,854389
2013,Darius Miles,Grizzlies,854389
2013,Javaris Crittenton,Wizards,854389
2013,Damien Wilkins,76ers,854389
2013,Mike Harris,Jazz,854389
2013,Royal Ivey,76ers,854389
2013,Coby Karl,Nuggets,854389
2013,Delonte West,Mavericks,854389
2013,Dexter Pittman,Grizzlies,854389
2013,Draymond Green,Warriors,850000
2013,Troy Murphy,Mavericks,839312
2014,Kobe Bryant,Lakers,30453805
2014,Dirk Nowitzki,Mavericks,22721381
2014,Amar'e Stoudemire,Knicks,21679893
2014,Joe Johnson,Nets,21466718
2014,Carmelo Anthony,Knicks,21388953
2014,Dwight Howard,Rockets,20513178
2014,Pau Gasol,Lakers,19285850
2014,Chris Bosh,Heat,19067500
2014,LeBron James,Heat,19067500
2014,Dwyane Wade,Heat,18673000
2014,Chris Paul,Clippers,18668431
2014,Deron Williams,Nets,18466130
2014,Zach Randolph,Grizzlies,18238333
2014,Rudy Gay,Raptors,17888932
2014,Kevin Durant,Thunder,17832627
2014,Derrick Rose,Bulls,17632688
2014,Blake Griffin,Clippers,16441500
2014,Paul Pierce,Nets,15333334
2014,Carlos Boozer,Bulls,15300000
2014,LaMarcus Aldridge,Blazers,14878000
2014,Marc Gasol,Grizzlies,14860523
2014,Russell Westbrook,Thunder,14693906
2014,Kevin Love,Timberwolves,14693906
2014,Emeka Okafor,Suns,14487500
2014,Eric Gordon,Pelicans,14283844
2014,Roy Hibbert,Pacers,14283844
2014,Luol Deng,Cavaliers,14275000
2014,Tyson Chandler,Knicks,14100538
2014,Andrew Bogut,Warriors,14000000
2014,David Lee,Warriors,13878000
2014,James Harden,Rockets,13701250
2014,Al Jefferson,Bobcats,13500000
2014,Josh Smith,Pistons,13500000
2014,Nene Hilario,Wizards,13000000
2014,Andre Iguodala,Warriors,12868632
2014,Tony Parker,Spurs,12500000
2014,Kevin Garnett,Nets,12433735
2014,Serge Ibaka,Thunder,12350000
2014,Nikola Pekovic,Timberwolves,12100000
2014,David West,Pacers,12000000
2014,Kris Humphries,Celtics,12000000
2014,Rajon Rondo,Celtics,11954545
2014,Andrea Bargnani,Knicks,11862500
2014,Tyreke Evans,Pelicans,11796247
2014,Nicolas Batum,Blazers,11295250
2014,Joakim Noah,Bulls,11100000
2014,Richard Jefferson,Jazz,11046000
2014,DeAndre Jordan,Clippers,10986550
2014,Ty Lawson,Nuggets,10786517
2014,JaVale McGee,Nuggets,10750000
2014,Tim Duncan,Spurs,10361446
2014,Danilo Gallinari,Nuggets,10146925
2014,Gerald Wallace,Celtics,10105855
2014,Tiago Splitter,Spurs,10000000
2014,Stephen Curry,Warriors,9887642
2014,Jrue Holiday,Pelicans,9713484
2014,DeMar DeRozan,Raptors,9500000
2014,Paul Millsap,Hawks,9500000
2014,Shawn Marion,Mavericks,9316796
2014,Steve Nash,Lakers,9300500
2014,Anderson Varejao,Cavaliers,9036364
2014,Thaddeus Young,76ers,8850000
2014,Kendrick Perkins,Thunder,8727437
2014,Jeff Green,Celtics,8700000
2014,Mike Conley,Grizzlies,8600001
2014,Charlie Villanueva,Pistons,8580000
2014,Rodney Stuckey,Pistons,8500000
2014,Jeremy Lin,Rockets,8374646
2014,Omer Asik,Rockets,8374646
2014,Ryan Anderson,Pelicans,8308500
2014,Marcus Thornton,Kings,8050000
2014,Jeff Teague,Hawks,8000000
2014,George Hill,Pacers,8000000
2014,Monta Ellis,Mavericks,8000000
2014,Ersan Ilyasova,Bucks,7900000
2014,Marcin Gortat,Wizards,7727280
2014,Trevor Ariza,Wizards,7727280
2014,Brandon Jennings,Pistons,7655503
2014,John Salmons,Raptors,7583000
2014,Taj Gibson,Bulls,7550000
2014,Marvin Williams,Jazz,7500000
2014,Goran Dragic,Suns,7500000
2014,John Wall,Wizards,7459925
2014,Tayshaun Prince,Grizzlies,7235955
2014,Wesley Matthews,Blazers,6875480
2014,Jose Calderon,Mavericks,6791570
2014,Kyle Korver,Hawks,6760563
2014,Evan Turner,76ers,6679867
2014,Kevin Martin,Timberwolves,6500000
2014,Carl Landry,Kings,6500000
2014,Amir Johnson,Raptors,6500000
2014,Brandon Bass,Celtics,6450000
2014,Channing Frye,Suns,6400000
2014,Wilson Chandler,Nuggets,6344164
2014,Jarrett Jack,Cavaliers,6300000
2014,Landry Fields,Raptors,6250000
2014,Kyle Lowry,Raptors,6210000
2014,Jason Richardson,Hawks,6204250
2014,Derrick Favors,Jazz,6008196
2014,Gerald Henderson,Bobcats,6000000
2014,Robin Lopez,Blazers,5904261
2014,Chuck Hayes,Raptors,5722500
2014,Jason Thompson,Kings,5643750
2014,Jason Terry,Nets,5625313
2014,Kyrie Irving,Cavaliers,5607240
2014,JR Smith,Knicks,5565000
2014,Anthony Davis,Pelicans,5375760
2014,Anthony Bennett,Cavaliers,5324280
2014,Jamal Crawford,Clippers,5225000
2014,Courtney Lee,Grizzlies,5225000
2014,Lou Williams,Hawks,5225000
2014,Zaza Pachulia,Bucks,5200000
2014,JJ Hickson,Nuggets,5150000
2014,Martell Webster,Wizards,5150000
2014,Keith Bogans,Celtics,5058198
2014,Derrick Williams,Kings,5016960
2014,Andre Miller,Wizards,5000000
2014,Ramon Sessions,Bobcats,5000000
2014,Brandan Wright,Mavericks,5000000
2014,Corey Brewer,Timberwolves,5000000
2014,DeMarcus Cousins,Kings,4916974
2014,Michael Kidd-Gilchrist,Bobcats,4809840
2014,Victor Oladipo,Magic,4763760
2014,Boris Diaw,Spurs,4702500
2014,J.J. Barea,Timberwolves,4687000
2014,Luc Mbah a Moute,Kings,4588384
2014,Luis Scola,Pacers,4508504
2014,Enes Kanter,Jazz,4505280
2014,Jonas Jerebko,Pistons,4500000
2014,Tony Allen,Grizzlies,4494383
2014,Ekpe Udoh,Bucks,4469548
2014,Luke Ridnour,Bobcats,4420000
2014,Timofey Mozgov,Nuggets,4400000
2014,Udonis Haslem,Heat,4340000
2014,Bradley Beal,Wizards,4319280
2014,Otto Porter Jr.,Wizards,4278000
2014,Jared Dudley,Clippers,4250000
2014,Greg Monroe,Pistons,4086454
2014,Tristan Thompson,Cavaliers,4062000
2014,Kirk Hinrich,Bulls,4059000
2014,Ian Mahinmi,Pacers,4000000
2014,Mario Chalmers,Heat,4000000
2014,Brandon Rush,Jazz,4000000
2014,Steve Blake,Lakers,4000000
2014,Matt Bonner,Spurs,3945000
2014,Thabo Sefolosha,Thunder,3900000
2014,Dion Waiters,Cavaliers,3894240
2014,Cody Zeller,Bobcats,3857040
2014,Joel Anthony,Heat,3800000
2014,Danny Green,Spurs,3762500
2014,Steve Novak,Raptors,3750000
2014,Al-Farouq Aminu,Pelicans,3749602
2014,Samuel Dalembert,Mavericks,3700748
2014,Ricky Rubio,Timberwolves,3678358
2014,Raymond Felton,Knicks,3637073
2014,Jonas Valanciunas,Raptors,3526440
2014,Thomas Robinson,Blazers,3526440
2014,Marreese Speights,Warriors,3500000
2014,Jordan Hill,Lakers,3500000
2014,Gerald Green,Suns,3500000
2014,Alex Len,Suns,3492720
2014,Gordon Hayward,Jazz,3452183
2014,Jan Vesely,Wizards,3340920
2014,Paul George,Pacers,3282003
2014,Shane Battier,Heat,3270000
2014,Carlos Delfino,Clippers,3250000
2014,Matt Barnes,Clippers,3250000
2014,Alonzo Gee,Cavaliers,3250000
2014,Gary Neal,Bobcats,3250000
2014,Darrell Arthur,Nuggets,3231683
2014,Mirza Teletovic,Nets,3229050
2014,Ray Allen,Heat,3229050
2014,Damian Lillard,Blazers,3202920
2014,Tyler Hansbrough,Raptors,3183000
2014,Chris Kaman,Lakers,3183000
2014,Mike Dunleavy,Bulls,3183000
2014,Vince Carter,Mavericks,3180000
2014,Nerlens Noel,Mavericks,3172320
2014,Ed Davis,Grizzlies,3153860
2014,Alexey Shved,Timberwolves,3150000
2014,Jerryd Bayless,Grizzlies,3135000
2014,Patrick Patterson,Raptors,3105302
2014,Lavoy Allen,76ers,3060000
2014,Larry Sanders,Bucks,3053368
2014,Bismack Biyombo,Bobcats,3049920
2014,Dorell Wright,Blazers,3000000
2014,Randy Foye,Nuggets,3000000
2014,Kosta Koufos,Grizzlies,3000000
2014,Chris Copeland,Pacers,3000000
2014,Harrison Barnes,Warriors,2923920
2014,Joel Freeland,Blazers,2897976
2014,Ben McLemore,Kings,2895960
2014,Brandon Knight,Bucks,2793960
2014,Will Bynum,Pistons,2790343
2014,Kevin Seraphin,Wizards,2761114
2014,Marco Belinelli,Spurs,2750000
2014,Aaron Gray,Raptors,2690875
2014,Terrence Ross,Raptors,2678640
2014,Kentavious Caldwell-Pope,Pistons,2653080
2014,Wayne Ellington,Mavericks,2652000
2014,Mo Williams,Blazers,2652000
2014,Eric Bledsoe,Suns,2626474
2014,Nick Collison,Thunder,2585668
2014,Kemba Walker,Bobcats,2568360
2014,DeMarre Carroll,Hawks,2557545
2014,Avery Bradley,Celtics,2511432
2014,Jason Smith,Pelicans,2500000
2014,Chauncey Billups,Pistons,2500000
2014,Andre Drummond,Pistons,2465400
2014,Trey Burke,Jazz,2438760
2014,Trevor Booker,Wizards,2350820
2014,Austin Rivers,Pelicans,2339040
2014,Klay Thompson,Warriors,2317920
2014,CJ McCollum,Blazers,2316720
2014,Quincy Pondexter,Grizzlies,2225479
2014,CJ Miles,Cavaliers,2225000
2014,Meyers Leonard,Blazers,2222160
2014,Alec Burks,Jazz,2202000
2014,Michael Carter-Williams,76ers,2200920
2014,Dante Cunningham,Timberwolves,2180000
2014,Jordan Crawford,Warriors,2162419
2014,Greivis Vasquez,Raptors,2150188
2014,Jeremy Lamb,Thunder,2111160
2014,Markieff Morris,Suns,2091840
2014,Steven Adams,Thunder,2090880
2014,Brendan Haywood,Blazers,2050000
2014,C.J. Watson,Pacers,2016000
2014,Nate Robinson,Nuggets,2016000
2014,Jermaine O'Neal,Warriors,2000000
2014,Vitor Faverani,Celtics,2000000
2014,Marcus Morris,Suns,1987320
2014,Kelly Olynyk,Celtics,1986360
2014,John Henson,Bucks,1905360
2014,Darren Collison,Clippers,1900000
2014,Kawhi Leonard,Spurs,1887840
2014,Shabazz Muhammad,Timberwolves,1887120
2014,Maurice Harkless,Magic,1809840
2014,Nikola Vucevic,Magic,1793520
2014,Giannis Antetokounmpo,Bucks,1792560
2014,Jeff Ayres,Spurs,1750000
2014,Anthony Randolph,Nuggets,1750000
2014,Luigi Datome,Pistons,1750000
2014,Iman Shumpert,Knicks,1703760
2014,Reggie Evans,Kings,1695635
2014,Jeremy Evans,Jazz,1660257
2014,Tyler Zeller,Cavaliers,1633440
2014,Chris Singleton,Wizards,1618680
2014,Toney Douglas,Heat,1600000
2014,John Lucas III,Jazz,1600000
2014,Pablo Prigioni,Knicks,1591350
2014,Terrence Jones,Rockets,1551840
2014,Jodie Meeks,Lakers,1550000
2014,Tobias Harris,Magic,1545840
2014,Shane Larkin,Mavericks,1536960
2014,Ronny Turiaf,Timberwolves,1500000
2014,Miroslav Raduljica,Bucks,1500000
2014,James Jones,Heat,1500000
2014,Gustavo Ayon,Hawks,1500000
2014,Andrew Nicholson,Magic,1482000
2014,Sergey Karasev,Cavaliers,1467840
2014,Nando De Colo,Raptors,1463000
2014,Evan Fournier,Nuggets,1422720
2014,Donatas Motiejunas,Rockets,1422720
2014,Tony Snell,Bulls,1409040
2014,Willie Green,Clippers,1399507
2014,Rashard Lewis,Heat,1399507
2014,Chris Andersen,Heat,1399507
2014,Scotty Hopson,Cavaliers,1388400
2014,Andray Blatche,Nets,1375604
2014,Kenneth Faried,Nuggets,1367640
2014,Jared Sullinger,Celtics,1365720
2014,Gorgui Dieng,Timberwolves,1352640
2014,Dennis Schroder,Hawks,1348200
2014,Victor Claver,Blazers,1330000
2014,Mason Plumlee,Nets,1298640
2014,Francisco Garcia,Rockets,1265977
2014,Reggie Jackson,Thunder,1260360
2014,John Jenkins,Hawks,1258800
2014,Solomon Hill,Pacers,1246680
2014,MarShon Brooks,Lakers,1210080
2014,Hasheem Thabeet,Thunder,1200000
2014,Pero Antic,Hawks,1200000
2014,Tim Hardaway Jr.,Knicks,1196760
2014,Jordan Hamilton,Rockets,1169880
2014,Tony Wroten,76ers,1160040
2014,Reggie Bullock,Clippers,1149000
2014,Patty Mills,Spurs,1133950
2014,Norris Cole,Heat,1129200
2014,Miles Plumlee,Suns,1121520
2014,Cory Joseph,Spurs,1120920
2014,Jimmy Butler,Bulls,1112880
2014,Nick Young,Lakers,1106942
2014,Arnett Moultrie,76ers,1089240
2014,Perry Jones,Thunder,1082520
2014,Rudy Gobert,Jazz,1078800
2014,Marquis Teague,Nets,1074720
2014,Festus Ezeli,Blazers,1066920
2014,Archie Goodwin,Suns,1064400
2014,Nemanja Nedovic,Warriors,1056720
2014,Kyle Singler,Pistons,1045000
2014,Anthony Morrow,Pelicans,1027424
2014,Lance Stephenson,Pacers,1005000
2014,Andrew Bynum,Pacers,1000000
2014,Ish Smith,Suns,951463
2014,Alan Anderson,Nets,947907
2014,Byron Mullens,76ers,947907
2014,Omri Casspi,Rockets,947907
2014,Austin Daye,Raptors,947907
2014,Chandler Parsons,Rockets,926500
2014,Jeff Adrien,Bobcats,916099
2014,Jon Leuer,Grizzlies,900000
2014,Wesley Johnson,Lakers,884293
2014,Rasual Butler,Pacers,884293
2014,Josh Harrellson,Pistons,884293
2014,Jannero Pargo,Bobcats,884293
2014,PJ Tucker,Suns,884293
2014,Shelvin Mack,Hawks,884293
2014,DeJuan Blair,Mavericks,884293
2014,Isaiah Thomas,Kings,884293
2014,Draymond Green,Warriors,875500
2014,Allen Crabbe,Blazers,825000
2014,Elliot Williams,76ers,797545
2014,Quincy Miller,Nuggets,788872
2014,Brian Roberts,Pelicans,788872
2014,Jeffery Taylor,Bobcats,788872
2014,Henry Sims,76ers,788872
2014,Mike Scott,Hawks,788872
2014,Kent Bazemore,Lakers,788872
2014,Andre Roberson,Thunder,740560
2014,Diante Garrett,Jazz,719266
2014,Malcolm Thomas,Jazz,702233
2014,Dwight Buycks,Raptors,700000
2014,Hilton Armstrong,Warriors,660619
2014,Chris Douglas-Roberts,Bobcats,660619
2014,D.J. Augustin,Raptors,650215
2014,Alexis Ajinca,Pelicans,635880
2014,James Johnson,Grizzlies,634610
2014,Isaiah Canaan,Rockets,570515
2014,Jeremy Tyler,Knicks,556584
2014,Kendall Marshall,Lakers,547570
2014,Ricky Ledo,Mavericks,544000
2014,Jamaal Franklin,Grizzlies,535000
2014,Ray McCallum,Kings,524616
2014,Carrick Felix,Cavaliers,510000
2014,Tony Mitchell,Pistons,500000
2014,Nate Wolters,Bucks,500000
2014,Ognjen Kuzmic,Warriors,490180
2014,Brandon Davies,76ers,490180
2014,Toure' Murry,Knicks,490180
2014,Glen Rice Jr.,Wizards,490180
2014,Nick Calathes,Grizzlies,490180
2014,Jeff Withey,Pelicans,490180
2014,James Southerland,Bobcats,490180
2014,Dionte Christmas,Suns,490180
2014,Ryan Kelly,Lakers,490180
2014,Hollis Thompson,76ers,473604
2014,Hedo Turkoglu,Clippers,473357
2014,Leandro Barbosa,Suns,410936
2014,Luke Babbitt,Pelicans,387995
2014,Chris Johnson,Celtics,320189
2014,Shavlik Randolph,Suns,306037
2014,Dewayne Dedmon,76ers,300000
2014,Jason Collins,Nets,275691
2014,Danny Granger,Clippers,249683
2014,Caron Butler,Thunder,244489
2014,Jimmer Fredette,Kings,239279
2014,Shannon Brown,Spurs,188438
2014,Jarvis Varnado,76ers,171696
2014,Troy Daniels,Rockets,158588
2014,Mike Muscala,Hawks,138404
2014,Cartier Martin,Bulls,104034
2014,D.J. White,Bobcats,104028
2014,Justin Hamilton,Bobcats,98036
2014,Chris Babb,Celtics,77852
2014,Ronnie Brewer,Rockets,69792
2014,Damion James,Spurs,68902
2014,Mike James,Bulls,57627
2014,Jorge Gutierrez,Nets,54785
2014,Drew Gooden,Wizards,52017
2014,Othyus Jeffers,Spurs,52017
2014,Lou Amundson,Bulls,48854
2014,Jared Cunningham,Kings,46404
2014,Melvin Ely,Pelicans,29788
2014,Greg Smith,Rockets,15605
2014,Josh Powell,Rockets,13958
2014,Chris Wright,Bucks,9281
2014,Lamar Odom,Knicks,8232
2015,Kobe Bryant,Lakers,23500000
2015,Joe Johnson,Nets,23180790
2015,Carmelo Anthony,Knicks,22458401
2015,Dwight Howard,Rockets,21436271
2015,Chris Bosh,Heat,20644400
2015,LeBron James,Cavaliers,20644400
2015,Chris Paul,Clippers,20068563
2015,Deron Williams,Nets,19754465
2015,Rudy Gay,Kings,19317326
2015,Kevin Durant,Thunder,18995624
2015,Derrick Rose,Bulls,18862876
2015,Blake Griffin,Clippers,17674613
2015,Zach Randolph,Grizzlies,16500000
2015,LaMarcus Aldridge,Blazers,16006000
2015,Paul George,Pacers,15937290
2015,Marc Gasol,Grizzlies,15829688
2015,Kevin Love,Cavaliers,15719063
2015,Russell Westbrook,Thunder,15719062
2015,Brook Lopez,Nets,15719062
2015,David Lee,Warriors,15012000
2015,Dwyane Wade,Heat,15000000
2015,Eric Gordon,Pelicans,14898938
2015,Roy Hibbert,Pacers,14898938
2015,Tyson Chandler,Mavericks,14846888
2015,John Wall,Wizards,14746000
2015,DeMarcus Cousins,Kings,14746000
2015,James Harden,Rockets,14728844
2015,Chandler Parsons,Mavericks,14700000
2015,Al Jefferson,Hornets,13500000
2015,Eric Bledsoe,Suns,13000000
2015,Nene Hilario,Wizards,13000000
2015,Andrew Bogut,Warriors,12972973
2015,Derrick Favors,Jazz,12950000
2015,Rajon Rondo,Mavericks,12909090
2015,Joakim Noah,Bulls,12700000
2015,Tony Parker,Spurs,12500000
2015,Serge Ibaka,Thunder,12350000
2015,Andre Iguodala,Warriors,12289544
2015,Nikola Pekovic,Timberwolves,12100000
2015,Kyle Lowry,Raptors,12000000
2015,Al Horford,Hawks,12000000
2015,Nicolas Batum,Blazers,11765500
2015,Ty Lawson,Nuggets,11595506
2015,Andrea Bargnani,Knicks,11500000
2015,DeAndre Jordan,Clippers,11440123
2015,Tyreke Evans,Pelicans,11265416
2015,JaVale McGee,76ers,11250000
2015,Larry Sanders,Bucks,11000000
2015,Danilo Gallinari,Nuggets,10854850
2015,Stephen Curry,Warriors,10629213
2015,Marcin Gortat,Wizards,10434782
2015,Tim Duncan,Spurs,10361446
2015,Gerald Wallace,Celtics,10105855
2015,DeMar DeRozan,Raptors,10100000
2015,Jrue Holiday,Pelicans,9904495
2015,Luol Deng,Heat,9714461
2015,Anderson Varejao,Cavaliers,9704545
2015,Steve Nash,Lakers,9701000
2015,Paul Millsap,Hawks,9500000
2015,Thaddeus Young,Nets,9410869
2015,Tiago Splitter,Spurs,9250000
2015,Jeff Green,Grizzlies,9200000
2015,Jordan Hill,Lakers,9000000
2015,Lance Stephenson,Hornets,9000000
2015,Mike Conley,Grizzlies,8694216
2015,Trevor Ariza,Rockets,8579089
2015,Channing Frye,Magic,8579088
2015,Marcus Thornton,Suns,8575000
2015,Ryan Anderson,Pelicans,8491500
2015,Jeremy Lin,Lakers,8374646
2015,Omer Asik,Pelicans,8374646
2015,Monta Ellis,Mavericks,8360000
2015,Brandon Jennings,Pistons,8000000
2015,O.J. Mayo,Bucks,8000000
2015,Jeff Teague,Hawks,8000000
2015,Dirk Nowitzki,Mavericks,7974482
2015,Ersan Ilyasova,Bucks,7900000
2015,Tayshaun Prince,Grizzlies,7707865
2015,Boris Diaw,Spurs,7500000
2015,Arron Afflalo,Blazers,7500000
2015,Goran Dragic,Suns,7500000
2015,Wesley Matthews,Blazers,7245640
2015,Isaiah Thomas,Suns,7238606
2015,Avery Bradley,Celtics,7191011
2015,Pau Gasol,Bulls,7128000
2015,Jose Calderon,Knicks,7097191
2015,Kyrie Irving,Cavaliers,7070730
2015,Marvin Williams,Hornets,7000000
2015,Amir Johnson,Raptors,7000000
2015,Brandon Bass,Celtics,6900000
2015,Kevin Martin,Timberwolves,6792500
2015,JJ Redick,Clippers,6792500
2015,Wilson Chandler,Nuggets,6757913
2015,Jason Richardson,76ers,6601125
2015,JR Smith,Knicks,6515510
2015,Carl Landry,Kings,6500000
2015,Greivis Vasquez,Raptors,6400000
2015,Derrick Williams,Kings,6331404
2015,Jarrett Jack,Nets,6300000
2015,Kyle Korver,Hawks,6253521
2015,Landry Fields,Raptors,6250000
2015,Robin Lopez,Blazers,6124729
2015,Jason Thompson,Kings,6037500
2015,Gerald Henderson,Hornets,6000000
2015,Jodie Meeks,Pistons,6000000
2015,Chuck Hayes,Raptors,5958750
2015,Jason Terry,Rockets,5850313
2015,Patrick Patterson,Raptors,5831326
2015,PJ Tucker,Suns,5700000
2015,Enes Kanter,Jazz,5694674
2015,Anthony Davis,Pelicans,5607240
2015,Anthony Bennett,Timberwolves,5563920
2015,Andrew Wiggins,Timberwolves,5510640
2015,Greg Monroe,Pistons,5479934
2015,Courtney Lee,Grizzlies,5450000
2015,Lou Williams,Raptors,5450000
2015,JJ Hickson,Nuggets,5381750
2015,Martell Webster,Wizards,5381750
2015,Chris Andersen,Heat,5375000
2015,Spencer Hawes,Clippers,5305000
2015,Nikola Mirotic,Bulls,5305000
2015,Keith Bogans,76ers,5285817
2015,Zaza Pachulia,Bucks,5200000
2015,Tristan Thompson,Cavaliers,5138430
2015,Michael Kidd-Gilchrist,Hornets,5016960
2015,Trevor Booker,Jazz,5000000
2015,Brandan Wright,Suns,5000000
